created_at,hashtags,text,BLM
2015-08-29,BlackLivesMatter,"Our goal is to ensure to end the destructive nature of America,  racism, capitalism and white supremacy #BlackLivesMatter",positive
2015-08-29,Obama BlackLivesMatter,#Obama #BlackLivesMatter All they want is anarchy. Why not appreciate the freedoms of America. Very sad times indeed!,negative
2015-08-29,BlueLivesMatter,So sad to see our officers get ambushed just going about their daily duties.  Please remain vigilant.  #BlueLivesMatter,neither
2015-08-29,BlackLivesMatter BlackFair,Ppl still discounting the #BlackLivesMatter movement as predicated on a lie. Whether his hands were up or not WE have a problem #BlackFair,positive
2015-08-30,,I support our law enforcement. All lives matter.,neither
2015-08-30,BlackLivesMatter,"And amazingly enough, no rioting or looting. That's savagery reserved for #BlackLivesMatter animals.  ",negative
2015-08-30,BlackLivesMatter,#BlackLivesMatter: Ferguson activists were PAID with Soros money to protest,negative
2015-08-30,BlueLivesMatter 1pissedoffsoldier,#BlueLivesMatter enough is enough stand with the blue line. Cause if you stand against it you will lose #1pissedoffsoldier,neither
2015-08-30,blacklivesmatter,"    #blacklivesmatter has endorsed violence to influence political change. They are terrorists, plain and simple",negative
2015-08-30,BlueLivesMatter PoliceLivesMatter AllLivesMatter,"Con_Metal_Fan: RT RNRFlorida: Rest In Peace, Deputy Goforth. #BlueLivesMatter #PoliceLivesMatter #AllLivesMatter #…  ",neither
2015-08-30,BlackLivesMatter,#BlackLivesMatter only when shot by white cop and there's a huge chance of a big payday!,negative
2015-08-30,PoliceLivesMatter WhiteLivesMatter AllLivesMatter,"    
I won't even hash tag blacklivesmatter… #PoliceLivesMatter #WhiteLivesMatter #AllLivesMatter I'm so damn sick of this BS",negative
2015-08-30,BlackLivesMatter 51YEARSFREE,"    NO JUSTICE NO SPORTS SHUT DOWN A NFL BALL GAME SHOW THE WORLD ITS SERIOUS #BlackLivesMatter  
#51YEARSFREE",positive
2015-08-30,BlackLivesMatter,Ya wanna go to war? I'll take you to war! #BlackLivesMatter,positive
2015-08-30,,"      positive change will only occur thru mutual respect,all lives matter so let's get started",negative
2015-08-30,BlackLivesMatter,CNN clearly using every opportunity to suggest that #BlackLivesMatter  movement is responsible for TX cop shot / attacks on police,positive
2015-08-30,BlackLivesMatter,Outlaw #BlackLivesMatter as a domestic terrorist organization like MB,negative
2015-08-30,mentalillness blacklivesmatter,"When a white person kills someone it's #mentalillness , when a black person murders someone it's #blacklivesmatter?It's ALWAYS mentalillness",positive
2015-08-30,Racist Racism BlackLivesMatter UniteBlue Tcot,"#Racist #Racism ""Kill White Supremacy"": #BlackLivesMatter Racists Call for Murder of Cops: Th...   #UniteBlue #Tcot",negative
2015-08-30,AllLivesMatter carvey,"  How bout Mt.AllLivesMatter!!
#AllLivesMatter #carvey",negative
2015-08-30,,"          Until Black Lives Matter we can't  claim that ""All"" lives matter.",positive
2015-08-30,Trump2016 WakeUpAmerica BlueLivesMatter LivesMatter,"Shameful of POTUS!
#Trump2016 huge proponent of all law enforcement
#WakeUpAmerica  #BlueLivesMatter #LivesMatter   ",negative
2015-08-30,BlackLivesMatter,Sheriff blames #BlackLivesMatter for officers death -,negative
2015-08-30,BlackLivesMatter,I think it's too late. #BlackLivesMatter has become a joke and nothing more than a hate group.,negative
2015-08-30,BlackFair BlackLivesMatter,"#BlackFair #BlackLivesMatter 
Nope, no instigation to kill a cop here.
 ",positive
2015-08-30,BlackLivesMatter,#BlackLivesMatter is an anti-police HATE GROUP. BAN IT!,negative
2015-08-30,BlueLivesMatter,"Got a speeding ticket this morning. Not good. Still, Trooper just doing his duty. God bless him! #BlueLivesMatter  ",neither
2015-08-30,BlackLivesMatter,I'd rather protect all cops than any criminal #BlackLivesMatter,negative
2015-08-31,AllLivesMatter,Whats worse is that i could blame the #AllLivesMatter crowd for these incidents.,neither
2015-08-31,,"News, Today BlackLivesMatter is so dangerous it should be classified as a hate group. Where, What !: 

BlackLi...  ",negative
2015-08-31,PoliceLivesMatter AllLivesMatter,It was without a doubt a hate crime (murder).#PoliceLivesMatter #AllLivesMatter,negative
2015-08-31,Five JuanWilliams BlackLivesMatter CivilRightsMovement,#Five Even #JuanWilliams says #BlackLivesMatter is NOT a #CivilRightsMovement. They R inciting hate!,negative
2015-08-31,BlackLivesMatter,Jinja Birkenbeue describes her struggles as a black woman running a business   via   #BlackLivesMatter,neither
2015-08-31,BlackLivesMatter,"Fox ""News"" graphic calls #BlackLivesMatter the ""'murder' movement""  ",negative
2015-08-31,SupportLawEnforcement BeSafe BlueLivesMatter Goforth,Ind. cop target of gunfire from passing car   #SupportLawEnforcement #BeSafe #BlueLivesMatter #Goforth 💙,neither
2015-08-31,BlackLivesMatter,Although all lives do matter that was never the point.  #BlackLivesMatter,positive
2015-08-31,Ferguson BlackLivesMatter,"For the cheap seats:   covering the VMAs, still not a single word about civil rights violations in #Ferguson #BlackLivesMatter",positive
2015-08-31,BLMatter,"   #BLMatter is just a front, excuse, for civil violence. ALL LIVES MATTER!!! anything else would be racist.",negative
2015-08-31,BlackLivesMatter hypocrites,#BlackLivesMatter doesn't like Texas sheriff blaming them for killing of deputy? WHO CARES! Babies.   #hypocrites,negative
2015-08-31,,Yesssssss blacklivesmatter,positive
2015-08-31,AllLivesMatter,"To everyone still on about #AllLivesMatter, in no other instance has saying one thing mattered meant other things didn't",positive
2015-08-31,BlackLivesMatter,Has he denounced #BlackLivesMatter too?,negative
2015-08-31,BlackLivesMatter BlackStudentsMatter HigherEd,Defund campus police. Fund Black students and Black academics. #BlackLivesMatter #BlackStudentsMatter #HigherEd,positive
2015-08-31,BlackLivesMatter,But the question is will he bring up the black guy who killed the white reporters or just talk about #BlackLivesMatter,negative
2015-08-31,AllLivesMatter,"Glenn Beck's ""Restoring Unity"" Rally (Pt 3 of 4) 8-29-15 | #AllLivesMatter |  ",negative
2015-08-31,AllLivesMatter gofundme,It's unbelievable the lives that are taken for no good reason. How did we get here? #AllLivesMatter #gofundme,neither
2015-08-31,BlackLivesMatter,This is the best moment of the vma #BlackLivesMatter,positive
2015-08-31,BlackLivesMatter,"Dallas PD killed a person on a robbery call Thurs, police + witnesses tell 2 very diff stories.
 
#BlackLivesMatter",positive
2015-08-31,BlackLivesMatter VMAs VMAs2015,omg   on stage!!! Whooo hooo!!!! #BlackLivesMatter #VMAs #VMAs2015,positive
2015-08-31,AllLivesMatter,"#AllLivesMatter
Why has the Black Lives Matter movement not been classified yet as a hate group?  - See more at:  ",negative
2015-08-31,BlueLivesMatter,"DISGUSTING
TX Podcast that Called for Killing Cops Missing After Execution
#BlueLivesMatter
   ",neither
2015-08-31,BlackLivesMatter,"#BlackLivesMatter
Pull covers off your eyes --there is NO place in Earth where Black&amp;Brown&amp;Native ppl are being treated with full respect",positive
2015-08-31,BlackLivesMatter,"Two things arise from #BlackLivesMatter 
1. America's White Supremacy reveals itself to the world;
2. Reaction to America's White Supremacy",positive
2015-08-31,BlackLivesMatter,Look if you are sick of me talking about #BlackLivesMatter or anything concerning my beliefs unfuqnfollow me. I give not ONE fuq (1/3),positive
2015-08-31,Travel BlackLivesMatter,#Travel Elisabeth Hasselbeck Wonders Why #BlackLivesMatter Isn’t Labeled as Hate Group,negative
2015-08-31,BlackLivesMatter,No More Blues' photo exhibit documents 2014 #BlackLivesMatter protests in Miami,positive
2015-08-31,BlueLivesMatter,"     Why don't you just APOLOGIZE for CONDONING the execution of a police officer?  If not, STFU.  #BlueLivesMatter",negative
2015-09-01,AllLivesMatter,I really wish the world would stop differentiating whose lives matter. They all do! Stop dividing us! #AllLivesMatter,negative
2015-09-01,BlackLivesMatter DylannStormRoof Equality,#BlackLivesMatter should be painted with the same racial hate brush #DylannStormRoof was painted with. #Equality demands it!,negative
2015-09-01,JustMercy BlackLivesMatter,"And be merciful to me, a sinner. #JustMercy #BlackLivesMatter",neither
2015-09-01,blacklivesmatter,"Sporting world rocked by police killing of young footballer
 
#blacklivesmatter",positive
2015-09-01,BlackLivesMatter,Can they PROVE #BlackLivesMatter is responsible? I thgt they said they don't KNOW motive? Cops created thr OWN prob w/ citzn abuse,positive
2015-09-01,BlackLivesMatter PoliceLivesMatter,"#BlackLivesMatter and so do 
#PoliceLivesMatter - we need to look at who is fueling the hate and fear.",positive
2015-09-01,blacklivesmatter,im liberal and I refuse to vote for a candidate that supports #blacklivesmatter its a hate groupencouraging &amp; provoking violence,negative
2015-09-01,MikeBrown BlackLivesMatter Ferguson,"Remember when #MikeBrown's mama beat down Grandma in the BBQ parking lot?  Good times, good times... #BlackLivesMatter #Ferguson",negative
2015-09-01,BlackLivesMatter,"When you enable police to brutalize people w/o consequence, you frustrate the law &amp; society reacts #BlackLivesMatter  ",positive
2015-09-01,BlackLivesMatter News Media Journalists Amita,#BlackLivesMatter #News #Media #Journalists investigate story now help keep #Amita safe pls.,positive
2015-09-01,BlackLivesMatter,For the same exact reason you have a problem with #BlackLivesMatter,positive
2015-09-01,BlackLivesMatter,#BlackLivesMatter organizers should be charged with inciting a riot and for being a hate group.,negative
2015-09-01,BlackLivesMatter,-have you released anything on the hate and violence coming from #BlackLivesMatter ??,negative
2015-09-01,BlackLivesMatter SaveOurYouth FF,"Youth program set to open March 2016! Follow us &amp; check our updates.  
#BlackLivesMatter #SaveOurYouth #FF",positive
2015-09-01,Cruz Obama Liberals Police UrbanTerrorist BlackLivesMatter,Love #Cruz. #Obama #Liberals do not support the #Police. They embrace #UrbanTerrorist like #BlackLivesMatter,negative
2015-09-01,BlackLivesMatter PJNET WakeUpAmerica,Why are there white people in front of #BlackLivesMatter demonstration Are blacks too stupid to do it on their own #PJNET #WakeUpAmerica,negative
2015-09-01,BlackLivesMatter,Texas Black Activist Urges Obama to Denounce #BlackLivesMatter (Video),negative
2015-09-01,BLM BlackLivesMatter,#BLM is amazing and a great movement but those idiots chanting about killing cops are despicable/asinine #BlackLivesMatter,positive
2015-09-01,LT BlackLivesMatter,#LT that article was a prime example of white ignorance on the #BlackLivesMatter movement,positive
2015-09-01,BlackLivesMatter,Exactly!! #BlackLivesMatter wants 2 address the wrong violence-need 2 start w/culture of violence they foster,negative
2015-09-01,AllLivesMatter FoxLake,I agree with U! I hate when civilians die tragic. I don't however feel bad when ppl die committing crimes! #AllLivesMatter #FoxLake,negative
2015-09-01,BlackLivesMatter FearTWD,"NEW BLOG POST: ""The Toxic Racial Imagery on Fear the Walking Dead--and Why #BlackLivesMatter on TV too""   #FearTWD",positive
2015-09-01,BlackLivesMatter ExposeTheGoods,"Bish, You Dumb: Fox News’ Elisabeth Hasselbeck Asks “Why Isn’t #BlackLivesMatter Labeled A Hate…   #ExposeTheGoods",positive
2015-09-01,BlackLivesMatter,I Am Unapologetically Black!  I am NOT a criminal. #BlackLivesMatter,positive
2015-09-01,FoxLake BlackLivesMatter,"Does #FoxLake allow gun ownership, or are the residents armed with 5 irons and yoga mats?  #BlackLivesMatter  ",neither
2015-09-01,White BlackLivesMatter CopsLivesMatter,"The left only sees #White evil, by  . #BlackLivesMatter #CopsLivesMatter  ",negative
2015-09-01,isis BlackLivesMatter racists,While we are focused on #isis a war is being started @ home by #BlackLivesMatter &amp; #racists.  Do not let them win! We are stronger than that,negative
2015-09-01,kthanks AllLivesMatter,Yea if we could just stop shooting people that would be great #kthanks #AllLivesMatter,neither
2015-09-01,BlackLivesMatter,"Slain Cop Deserved Execution and Had &amp;#039;Creepy Perv Eyes,&amp;#039; Says #BlackLivesMatter Supporter  ",negative
2015-09-01,BillOreilly BlackLivesMatter,"#BillOreilly wants to do to #BlackLivesMatter what he did to Dr. George Tiller.

Where's the outrage?",positive
2015-09-01,JusticeOrElse BlackLivesMatter Farrakhan,Please Donate $1-$5 for #JusticeOrElse. This is how we make #BlackLivesMatter     #Farrakhan,positive
2015-09-01,blacklivesmatter,Nothing but a hate group #blacklivesmatter,negative
2015-09-01,AllLivesMatter,God bless you. We have to embrace #AllLivesMatter or we will never survive !,negative
2015-09-01,BlackLivesMatter,"#BlackLivesMatter protestors stop in front of Wild Onion bc it's what they called the most ""prejudice establishment""  ",neither
2015-09-01,,"I almost never speak out on public issues, but this time I must.  I believe that ALL lives matter and…  ",negative
2015-09-01,BlackLivesMatter,"  that's very true. I don't understand how it can always skirt by, but #BlackLivesMatter is so bad.",negative
2015-09-01,blacklivesmatter,What's At Stake: #blacklivesmatter why is this still considered controversial?,positive
2015-09-01,BlackLivesMatter ParanoidMuch,How exactly do you spy on social media when the whole point is that it's public? #BlackLivesMatter #ParanoidMuch,negative
2015-09-01,BlackLivesMatter," 
And yet you say #BlackLivesMatter should follow all laws, no matter how unjust. 

BIGGEST HYPOCRITE !  ",positive
2015-09-01,BlackLivesMatter,#BlackLivesMatter you can't tell your neighbor to clean their yard when your looks just as bad and you don't plan on cleaning it.,negative
2015-09-01,BlackLivesMatter,"  FRICKEN SICK!!!
Slain Cop Deserved Execution Says #BlackLivesMatter Supporter   via  ",negative
2015-09-01,BlackLivesMatter,"  haha! You wish. It's you and #BlackLivesMatter who promoted this shit, now it's coming back to bite you in the ass.",negative
2015-09-01,AllLivesMatter,RT  : The violence &amp; division plays into the hands of those in power banking on our civil unrest to retain power #AllLivesMatter,negative
2015-09-01,p2 ctl topprog tcot tlot CopsLivesMatter BlackLivesMatter,"#p2 #ctl #topprog #tcot #tlot 

While everyone agrees #CopsLivesMatter, not everyone agrees #BlackLivesMatter  ",negative
2015-09-01,BlackLivesMatter Luister,"Students are called kaffirs. The last time someone called me a makula, they received a smack. #BlackLivesMatter #Luister",neither
2015-09-01,,"  i chose this # bc ALL lives matter. not only black, not only white. all",negative
2015-09-01,BlackLivesMatter OccupyWallstreet,"Nobody believes they've ever seen #BlackLivesMatter &amp; #OccupyWallstreet in the same room. But really, you see one you're seeing the other!😏",positive
2015-09-01,SahelNews,"Glenn Beck got 20,000 people to turn out for an ‘All Lives Matter’ rally   #SahelNews",negative
2015-09-01,BlackLivesMatter,Urban News: Rosie O’Donnell Checks Elisabeth Hasselbeck for Calling #BlackLivesMatter a...,positive
2015-09-01,BlackLivesMatter,I don't watch blowhard O'Reilly. Has he always been a narcissist w/inflated delusions of his imaginary power? #BlackLivesMatter,positive
2015-09-01,SheriffClarke Battles MarcLamontHill BlackLivesMatter Movement BlackLIESMatter,"#SheriffClarke #Battles #MarcLamontHill over ‘Vile, Vulgar, Slimy’ 
#BlackLivesMatter #Movement       #BlackLIESMatter",negative
2015-09-01,BlackLivesMatter policy BlackonBlack,"If #BlackLivesMatter then #policy must look to save life, not kill it. Let's talk seriously about #BlackonBlack crime
 ",positive
2015-09-01,BlackLivesMatter,When we say #BlackLivesMatter  we are saying we matter as well not that y'all don't...but this ain't about y'all... it ain't always about u,positive
2015-09-01,BlackLivesMatter,"ok   ok...ok.... Its ""GEORGE SOROS""...Yup, he is Funding #BlackLivesMatter",negative
2015-09-01,AllLivesMatter,#AllLivesMatter Saying ALL LIVES MATTER is the opposite of racism! It says no one life is more important than another! Ask Goforth's widow.,negative
2015-09-01,,the movement is cultish like ( Black lives matter ) all lives matter not any one skin color or race ! They incite violence 😡,negative
2015-09-01,,There will be some who are always racial. Blacklivesmatter is an example. Al Sharpton is another!,negative
2015-09-01,BlackLivesMatter,Busy tasking to #BlackLivesMatter apparently.,negative
2015-09-02,BlackLivesMatter BlackLivesMatterVictims,End racial profiling peacefully. #BlackLivesMatter #BlackLivesMatterVictims,positive
2015-09-02,blacklivesmatter,Speak up! Humanity failing to recognize #blacklivesmatter is a FAIL for ALL. How to Get a Sign   via,positive
2015-09-02,Police AllLivesMatter,To beloved citizens who are #Police; please return to being police you are not soldiers. This is where the woes accelerated! #AllLivesMatter,positive
2015-09-02,BlackLivesMatter RaceWar,"“Kill Whites And Cops”: #BlackLivesMatter Affiliated Radio Show Calls For #RaceWar | this is truly absurd  

 ",negative
2015-09-02,BlueLivesMatter,NO!!! He had a knife in one hand aka A WEAPON. Stop creating public hysteria w your distorted version of the news. #BlueLivesMatter,negative
2015-09-02,TamirRice FreddieGray AmadouDiallo AnthonyBaez EdwardGarner MichaelBrown AnthonyDwainLee BlackLivesMatter,#TamirRice #FreddieGray #AmadouDiallo #AnthonyBaez #EdwardGarner #MichaelBrown #AnthonyDwainLee Enough? #BlackLivesMatter,positive
2015-09-02,BlackLivesMatter,Fox News is going full segments on showing #BlackLivesMatter in a bad light.,positive
2015-09-02,AllLivesMatter BlacklivesMatter,Joe Evans #AllLivesMatter Denounce #BlacklivesMatter,negative
2015-09-02,BlackLivesMatter,#BlackLivesMatter is promoting black against white racism . I know that Martin Luther King did believe like this or fight for this !!!,negative
2015-09-02,BlackLivesMatter,#BlackLivesMatter ONLY IF THEY ARE KILLED BY A WHITE COP!!!!!,negative
2015-09-02,BlackLivesMatter,"      
Many cities have seem crime rise, thousands of young black people killed. Do their #BlackLivesMatter?",positive
2015-09-02,blacklivesmatter,"#blacklivesmatter from a new perspective
Today's Wave Of The Civil Rights Movement   via  ",positive
2015-09-02,AllLivesMatter,To everyone saying #AllLivesMatter is racist... you are disturbingly stupid.,negative
2015-09-02,,"  and I really don't think that saying stuff like ""all lives matter"" ""cops lives matter"" is going to help solve the issue.",positive
2015-09-02,AllLivesMatter,U think u can regulate intentions? Mentality? Stupidity? Stop victim mentality &amp; take back power. #AllLivesMatter,negative
2015-09-02,BlackLivesMatter,"  Finally, someone is standing up to this kill cop rhetoric. Now stop the #BlackLivesMatter who chant death too officers",negative
2015-09-02,Stumped MakeAmericaGreatAgain BlackLivesMatter,Donald Trump better watch his Stump The Doctor isn't running for VP #Stumped #MakeAmericaGreatAgain #BlackLivesMatter,neither
2015-09-02,KellyFile BlueLivesMatter,U cant have   on there with the excuses for murder and his cruelty to families of law enforcement #KellyFile #BlueLivesMatter,neither
2015-09-02,BlackLivesMatter,get that white washed Jesus off my damn timeline #BlackLivesMatter,positive
2015-09-02,BlackLivesMatter FeelTheBern,Want to discuss hate rhetoric           #BlackLivesMatter #FeelTheBern,positive
2015-09-02,BLM BlacklivesMatter,"#BLM #BlacklivesMatter is nothing more than bombastic propaganda started by and further encouraged by this admin

 ",negative
2015-09-02,,War on citizens needs to end as well... ALL LIVES MATTER.. We all want to go home to our families and loved ones....,positive
2015-09-02,BlackLivesMatter AllLives,MT:@ mikandynothem: ☞RETWEET☜ if you are sick and tired of self serving #BlackLivesMatter movement. It's #AllLives…,negative
2015-09-02,LoveWins BlackLivesMatter,YES. Saw it this summer w/ major participation in #LoveWins and relatively little in #BlackLivesMatter,positive
2015-09-02,,"  that's like saying ""all lives matter"" smh",positive
2015-09-02,BlackLivesMatter,We will destroy black jihad aka #BlackLivesMatter but we cant forget their leaders and funders,negative
2015-09-02,TheSecret BlackLivesMatter Henton,"Want 700+ scores also? Need credit? Need funding? Contact me.
#TheSecret #BlackLivesMatter #Henton…  ",positive
2015-09-02,BlackLivesMatter,This whole #BlackLivesMatter Movement is ridiculous Yes your lives matter but do you need to go around being disrespectful to everyone else?,negative
2015-09-02,AllLivesMatter UnbornLivesMatter,#AllLivesMatter even #UnbornLivesMatter,neither
2015-09-02,BlackLivesMatter,Americans have historically tried to label any pro black movement or group a terrorist /hate group. no different with #BlackLivesMatter,positive
2015-09-02,BlueLivesMatter,"Bourne, Mass. police officer struck by vehicle and pinned during arrest; Minor injuries reported #BlueLivesMatter  ",neither
2015-09-02,AllLivesMatter UniteAmerica tcot WaaRadio iBuiltThat,Obama's legacy of destruction lives while we are divided! #AllLivesMatter #UniteAmerica #tcot #WaaRadio #iBuiltThat,negative
2015-09-02,BlackLivesMatter media,REAL epidemic=&gt; blacks killing blacks. But that gets a pass by #BlackLivesMatter &amp; #media,negative
2015-09-02,oreillyfactor,Just checked out MSNBC. They advertise the blacklivesmatter hashtag. Sickening! #oreillyfactor,negative
2015-09-02,,"I Believe ALL lives matter! 
We aren't fighting a physical battle. We have to fight with PRAYER AND LOVE!!
2...  ",negative
2015-09-02,BlackLivesMatter,The Absurdity of Blaming #BlackLivesMatter for Killing Cops   via,positive
2015-09-02,,...POLICE RULE!!,neither
2015-09-02,AllLivesMatter,I'd have to say #AllLivesMatter as well on this one.,negative
2015-09-02,AllLivesMatter,Where's #AllLivesMatter on this one?,neither
2015-09-02,BlackLivesMatter,"  #BlackLivesMatter Turned them down,They don't want to be associated with any political Party. Libs are suck ups!",positive
2015-09-02,barackobama BlackLivesMatter,Reduce sentences on Non-violent drug offenders doesn't go far enough president #barackobama #BlackLivesMatter,positive
2015-09-02,BlackLivesMatter,"  They went with ""Girls Lives Matter""...no white people, we can't steal that. Seriously, stop it. #BlackLivesMatter",positive
2015-09-03,PJNET BlueLivesMatter,#PJNET provides 100's of ready-to-click #BlueLivesMatter Tweet buttons with graphics. Make your voice heard!,neither
2015-09-03,BrothersInBlue FIRE Police AllLivesMatter publicsafety,"I support the   and all my #BrothersInBlue, #FIRE and #Police because #AllLivesMatter and #publicsafety is #1  ",neither
2015-09-03,BlackLivesMatter,Dr. Ben Carson is speaking the truth about #BlackLivesMatter that's why he is in second place.,negative
2015-09-03,BlackLivesMatter,"PAID #BlackLivesMatter Marxists Storm MN Fair, Social Media Notices Something Odd :     ",negative
2015-09-03,blacklivesmatter,"Ratcheting Up the Rhetoric, -makes sense to me. Same people who deny we have racism also hate #blacklivesmatter  ",positive
2015-09-03,BlackLivesMatter,Listening to the news is so depressing. #BlackLivesMatter this world is filled with ignorant people.,positive
2015-09-03,BlackLivesMatter,"Fox News revives an old, frequently-debunked lie to dismiss #BlackLivesMatter movement:    ",positive
2015-09-03,AllLivesMatter,"""Teach kids to overcome diversity!"": Megyn Kelly gets more than she bargained for w/ #AllLivesMatter advocate     ",positive
2015-09-03,blacklivesmatter Shaw VonDerritMyers,Cheers to the household on 42XX Flora Place that has a #blacklivesmatter sign! Made my day &lt;3 #Shaw #VonDerritMyers,positive
2015-09-03,BlueLivesMatter PJNET,"MT  : Another fallen officer, this time in Illinois.   #BlueLivesMatter #PJNET",neither
2015-09-03,BlackLivesMatter,Do these white people realize they are part of the white genocide plan by #BlackLivesMatter,negative
2015-09-03,BlueLivesMatter PJNET,MT  : God Bless     #BlueLivesMatter #PJNET,neither
2015-09-03,BlackLivesMatter BlackTransLivesMatter,What went down after   was released??? Hmmm #BlackLivesMatter #BlackTransLivesMatter Care to share  ?,negative
2015-09-03,BlackLivesMatter,Lessons of 30s Alabama Communism for #BlackLivesMatter   bolsters Jodi Dean?,positive
2015-09-03,Terrorism BlackLivesMatter,"Reality check.
#Terrorism #BlackLivesMatter  ",negative
2015-09-03,RaceWar TCOT PJNET REDNATIONRISING,Traitor Obama's #RaceWar coming to pass via BlackLivesMatter  #TCOT #PJNET #REDNATIONRISING,negative
2015-09-03,WakeUpAmerica OhHillNo TCOT BlueLivesMatter,RT Network_Citizen: MT LeahR77: RT If You're FED UP!! #WakeUpAmerica #OhHillNo #TCOT #BlueLivesMatter … … …,neither
2015-09-03,BlackLivesMatter,"    if all you hear is ""other lives don't matter"" when you hear #BlackLivesMatter , you are a racist.",positive
2015-09-03,BlackLivesMatter,#BlackLivesMatter Hypocrisy,negative
2015-09-03,JamesBaldwin MeganKelly ElisabethHasselbeck BlackLivesMatter,#JamesBaldwin will help you shed your bigotry #MeganKelly #ElisabethHasselbeck teleprompter bimbos leave #BlackLivesMatter alone,positive
2015-09-03,BoycottArbys AllLivesMatter,"I hope you fire those employees, an apology isn't enough!!! Its infuriating! #BoycottArbys #AllLivesMatter   ",neither
2015-09-03,BlackLivesMatter,Why did I just have a dream that a cop shot me? Actually I know why. Pray to god it stays just a dream #BlackLivesMatter,positive
2015-09-03,RespectTheShield TeachYourKids BlueLivesMatter PJNET,MT  : I'll just leave this here... #RespectTheShield #TeachYourKids   #BlueLivesMatter #PJNET,neither
2015-09-03,BlackLivesMatter,I have a feeling that #BlackLivesMatter is going to push this thing to a point beyond their control.,negative
2015-09-03,,"Amazing insight into the impact the family structure has on ""alleged"" ADHD      ",neither
2015-09-03,BlackLivesMatter,New: Roland Martin: Bill O’Reilly Should 'Shut The Hell Up' About #BlackLivesMatter,positive
2015-09-03,BlackLivesMatter Kingnoble,#BlackLivesMatter #Kingnoble as a baby lol...,neither
2015-09-03,KellyFile BlackLivesMatter blackpanthers,#KellyFile This young man's life is in danger opposing #BlackLivesMatter like that. #blackpanthers revival,negative
2015-09-03,FREDDIEGRAY BLACKLIVESMATTER RT,"BLACK LIVES REALLY DO MATTER!!   ft.   ""B.L.A.C.K"" #FREDDIEGRAY #BLACKLIVESMATTER RT   #RT",positive
2015-09-03,,blacklivesmatter is a hate group,negative
2015-09-03,BlackLivesMatter,The Absurdity of Blaming #BlackLivesMatter for Killing Cops   via,positive
2015-09-03,BlackLivesMatter,"  . #BlackLivesMatter benefits white people, not black people. But house negroes doing massa's bidding will call YOU a Tom.",negative
2015-09-03,AllLivesMatter,I agree but it is hard to discuss with people who are not willing to even regard it as an issue. (#AllLivesMatter crowds),positive
2015-09-03,BlueLivesMatter,Still awaiting Mr. Obama..#BlueLivesMatter,neither
2015-09-03,BlackLivesMatter PoliceLivesMatter PJNET,MT  : Let's Call #BlackLivesMatter What It REALLY Is. DOMESTIC TERRORISM!! #PoliceLivesMatter   #PJNET,negative
2015-09-03,BlueLivesMatter PoliceLivesMatter PJNET,kin2souls: MT SouthernJReb: Doesn't it concern you? #BlueLivesMatter #PoliceLivesMatter #PJNET,neither
2015-09-03,MegynKelly BlackLivesMatter,#MegynKelly gets angry: Why don’t the left’s “civility” rules apply to #BlackLivesMatter protesters? - Hot Air,negative
2015-09-03,BlueLivesMatter PJNET,MT  : This photo should be on the cover of Time Magazine. But it won't. #BlueLivesMatter #PJNET,neither
2015-09-03,BlackLivesMatter BlackBusiness blacktwitter,"Kingsway Restaurant &amp; Cafe
Laurel, MD 20707
  
 #BlackLivesMatter #BlackBusiness #blacktwitter  ",positive
2015-09-03,BlueLivesMatter PJNET,MT  : I pray everyone is safe &amp; nobody else gets hurt. #BlueLivesMatter too! #PJNET,neither
2015-09-04,BlackLivesMatter,"  Agreed. Sandra's spirit is my co-pilot when I take long drives, so let's make sure she doesn't die in vain. #BlackLivesMatter",positive
2015-09-04,coplivesmatter,"#coplivesmatter  sick of the bs by obama and the Democraps : all lives matter! But if you are forced to choose, I chose good over evil",negative
2015-09-04,BlackLivesMatter,"At this point the worst thing you can say in response to #BlackLivesMatter is ""All Lives Matter."" You're just not listening.",positive
2015-09-04,bluelivesmatter,"  hey hey O B A M A, how many cops you kill today?  End Democrat-Media War on Cops!#bluelivesmatter",negative
2015-09-04,BlueLivesMatter PJNET,MT  : Thank you!   #BlueLivesMatter #PJNET,neither
2015-09-04,blacklivesmatter,"Why Is Fox News So Afraid Of Black Lives Matters?
#blacklivesmatter
 ",positive
2015-09-04,BlackLivesMatter,Radical tenet of #BlackLivesMatter  which so threatens: It centers blackness in a country that “others” blackness.’,positive
2015-09-04,BlueLivesMatter,"Imagine if a place said, ""My employee doesnt want to serve you because you're black.""    Fire those 2 fools. #BlueLivesMatter",positive
2015-09-04,tcot BlackLivesMatter,"#tcot really don't like it when the ppl &amp; grps they have been otherizing for decades get all uppity &amp; dare to fight back.
#BlackLivesMatter",positive
2015-09-04,BlackLivesMatter,How can #BlackLivesMatter promote racism when not everyone in the movement is Black?,positive
2015-09-04,AllLivesMatter WhiteSupremacy BlackLivesMatter,All you need to know is that #AllLivesMatter is #WhiteSupremacy in disguise. Both threatened by #BlackLivesMatter.,positive
2015-09-04,BlackLivesMatter,Shoutout to Ashley for letting her dad know she like black man.#BlackLivesMatter,neither
2015-09-04,BlackLivesMatter,Bill’s Lies Matter: Roland Martin’s Talking Points Memo On #BlackLivesMatter Controversy,positive
2015-09-04,,L11 observing a moment of silence to remember all lives matter.,neither
